transaction_id,card_id,timestamp,amount,merchant,transaction_type,location,is_fraud
1044,30359011168378,2025-01-18 16:55:59,4702.27,McDonalds,online,Sumqayit,1
1045,6530962895534094,2025-05-06 13:17:00,1378.85,Walmart,pos,Ganja,0
1046,2277024167294620,2025-04-14 15:46:48,2228.53,Walmart,pos,Shirvan,0
1047,503842603790,2025-01-17 01:54:18,501.1,Amazon,pos,Baku,0
1048,676239298851,2025-02-02 05:14:43,312.47,Uber,pos,Ganja,0
1049,3507897859571672,2025-06-05 05:55:24,4011.84,AliExpress,atm,Baku,0
1050,38692660640434,2025-01-12 01:24:49,1641.72,AliExpress,atm,Sheki,0
1051,3545953324996111,2025-03-20 03:06:42,1485.39,AliExpress,atm,Baku,0
1052,4408507005504240,2025-06-10 07:38:07,1725.0,McDonalds,online,Shirvan,0
1053,2254567253298407,2025-05-30 10:29:21,1381.14,AliExpress,online,Shirvan,0
1054,4640537171851,2025-04-22 01:22:28,3127.99,McDonalds,atm,Shirvan,0
1055,4150490103313,2025-01-25 13:50:50,4999.32,Uber,atm,Sheki,0
1056,3590997081677160,2025-02-15 08:02:51,4223.25,Walmart,online,Sheki,0
1057,30087547809591,2025-04-03 09:12:54,4095.99,Uber,pos,Sumqayit,0
1058,30393144051573,2025-04-12 00:44:40,146.68,Amazon,pos,Baku,0
1059,4380624583388136,2025-04-22 12:43:23,659.99,Uber,pos,Sumqayit,0
1060,4222836868436,2025-01-12 18:07:31,3034.46,AliExpress,pos,Baku,0
1061,30251618919958,2025-05-17 23:09:12,3045.45,McDonalds,pos,Baku,0
1062,4100465100109,2025-02-20 09:56:52,1494.26,McDonalds,atm,Ganja,0
1063,374113449806826,2025-01-20 20:21:52,392.2,Starbucks,pos,Shirvan,0
1064,4139207151550614865,2025-02-20 05:09:37,3208.43,McDonalds,pos,Sumqayit,0
1065,6011885555683265,2025-03-30 10:46:40,662.0,Starbucks,pos,Shirvan,0
1066,38785902228081,2025-05-14 20:22:54,843.44,Amazon,online,Ganja,0
1067,30596334542785,2025-02-24 19:16:29,562.69,AliExpress,atm,Ganja,0
1068,341410249820027,2025-06-12 21:47:57,139.52,AliExpress,pos,Sumqayit,0
1069,060410750040,2025-02-21 20:14:17,1775.87,Uber,pos,Shirvan,0
1070,3502964194172379,2025-02-20 12:39:01,3747.93,Amazon,pos,Sheki,0
1071,38162596355077,2025-02-07 05:13:09,2168.02,McDonalds,atm,Sheki,0
1072,180001041486614,2025-04-17 07:08:28,75.23,Starbucks,atm,Sheki,0
1073,213109706829308,2025-01-17 07:25:06,4954.47,Uber,online,Shirvan,0
1074,3536544807251396,2025-04-08 22:01:22,1745.1,McDonalds,online,Sumqayit,0
1075,4177181541224389,2025-05-01 05:46:49,999.32,Amazon,pos,Sheki,0
1076,060468152255,2025-04-25 19:34:58,772.59,Uber,atm,Shirvan,0
1077,180065027304224,2025-06-02 03:52:54,4138.73,AliExpress,online,Baku,0
1078,4338117781919664,2025-04-23 04:38:49,4116.53,AliExpress,pos,Baku,0
1079,3523968309977650,2025-05-09 17:45:17,385.28,Starbucks,online,Shirvan,0
1080,3513805115542157,2025-01-08 05:38:10,337.92,Uber,atm,Sheki,0
1081,3536254899992820,2025-02-18 05:04:47,4925.93,Walmart,atm,Baku,0
1082,563837256608,2025-04-23 12:00:51,3863.91,McDonalds,atm,Shirvan,1
1083,2701844027470128,2025-01-14 10:24:21,3041.98,AliExpress,pos,Ganja,0
1084,3510010307174140,2025-01-31 12:58:36,2683.57,AliExpress,online,Baku,0
1085,4600538787431217,2025-03-02 12:55:55,3244.37,Starbucks,online,Ganja,1
1086,4797346895881376688,2025-04-28 03:36:11,2463.37,Walmart,online,Shirvan,0
1087,4843043557439326841,2025-01-09 08:55:09,1455.22,Walmart,atm,Baku,0
1088,2603563162928349,2025-06-14 01:27:09,752.57,Starbucks,online,Shirvan,0
1089,180076310859501,2025-06-09 17:47:41,1672.7,Uber,atm,Ganja,0
1090,3569493799239953,2025-04-19 02:41:50,2904.27,Amazon,atm,Sheki,0
1091,4588566975011745,2025-02-08 12:54:55,1770.85,Uber,pos,Sumqayit,0
1092,3598784836199373,2025-05-19 11:10:05,4103.71,Uber,atm,Ganja,0
1093,561554965377,2025-01-30 15:39:36,1761.19,Walmart,online,Shirvan,0
1094,2238373328613279,2025-01-19 04:00:43,4545.62,AliExpress,online,Sheki,1
1095,4480202190351,2025-03-30 15:57:48,1168.06,AliExpress,atm,Sheki,0
1096,3574247779348892,2025-04-16 12:41:49,1470.21,Amazon,online,Shirvan,0
1097,4932416597699811,2025-03-20 22:24:14,2272.08,Amazon,atm,Baku,0
1098,4600485249795588698,2025-06-14 08:06:42,3344.53,Amazon,online,Sheki,1
1099,6011223188431771,2025-01-03 03:03:29,1918.94,McDonalds,atm,Ganja,0
1100,3520781264937590,2025-03-20 01:15:49,3254.89,Amazon,online,Baku,0
1101,4005124040660168438,2025-05-09 21:00:12,1973.15,Uber,online,Sheki,0
1102,4115680534601,2025-04-01 04:37:38,132.48,Uber,atm,Sheki,0
1103,3521068240549973,2025-02-06 00:21:04,2594.43,Starbucks,pos,Shirvan,0
1104,2259828740183692,2025-05-03 18:23:19,1231.06,Amazon,pos,Sheki,0
1105,6011651583885268,2025-04-03 14:16:22,2565.0,Walmart,online,Ganja,1
1106,4747344202298,2025-02-01 07:25:18,1692.13,Walmart,online,Shirvan,0
1107,344079259088267,2025-04-18 22:48:45,986.8,Amazon,online,Baku,0
1108,4963559496893,2025-02-15 15:33:49,1469.02,Uber,pos,Sumqayit,0
1109,6502216730961978,2025-03-01 12:28:11,3971.71,McDonalds,atm,Sheki,0
1110,4756551088877014,2025-01-03 03:20:31,1379.27,AliExpress,online,Shirvan,0
1111,4644247776595580,2025-01-31 15:13:28,4873.72,AliExpress,online,Sheki,0
1112,6011875711315423,2025-04-20 08:04:53,3927.16,AliExpress,pos,Ganja,0
1113,4196803520164,2025-05-04 21:24:16,2800.91,AliExpress,atm,Sumqayit,0
1114,213151992149876,2025-01-03 12:00:40,4594.93,Walmart,atm,Shirvan,0
1115,213120341525300,2025-04-21 16:43:01,1139.37,Starbucks,pos,Sheki,0
1116,3561169881089872,2025-05-14 23:33:31,1122.01,Walmart,online,Shirvan,0
1117,2283694890026937,2025-06-13 23:38:07,556.08,McDonalds,pos,Baku,0
1118,4295440013981604,2025-03-07 05:19:31,1596.38,McDonalds,atm,Shirvan,0
1119,2274570849585515,2025-04-30 21:29:40,3095.73,McDonalds,atm,Sheki,0
1120,4452651762858376,2025-03-17 20:29:12,1282.81,Uber,online,Baku,0
1121,4598794123538,2025-01-03 14:01:57,2575.86,Walmart,pos,Shirvan,0
1122,4981057909225,2025-04-07 11:31:34,1351.0,AliExpress,online,Ganja,0
1123,3595814380021377,2025-01-31 22:23:11,2947.13,McDonalds,pos,Baku,0
1124,4289109494393914,2025-01-25 11:18:10,3472.21,Uber,pos,Sumqayit,0
1125,349161228981320,2025-02-05 09:10:08,4155.93,Amazon,pos,Baku,0
1126,4993056447776112813,2025-02-15 14:44:13,1796.5,McDonalds,pos,Ganja,1
1127,676191165155,2025-04-03 13:50:46,1206.66,McDonalds,online,Sheki,1
1128,3573806734787501,2025-03-17 18:45:58,609.27,Uber,atm,Ganja,0
1129,4482966541449,2025-02-13 04:39:30,4851.12,Uber,pos,Baku,0
1130,6557737264175283,2025-05-28 16:34:26,4386.61,Walmart,online,Shirvan,0
1131,2252942537741450,2025-01-06 20:47:14,2169.18,Amazon,pos,Ganja,0
1132,676207506004,2025-01-11 10:12:46,2556.41,Walmart,online,Baku,0
1133,5345058053625886,2025-06-02 08:06:06,2501.12,AliExpress,atm,Shirvan,1
1134,3541578197353662,2025-02-23 23:44:21,1765.26,McDonalds,online,Sumqayit,0
1135,2279757893906474,2025-03-12 08:20:14,3658.56,Walmart,pos,Ganja,0
1136,6537045325265316,2025-03-28 01:57:28,2430.71,Uber,online,Shirvan,0
1137,36704883004249,2025-05-20 22:30:09,2901.74,McDonalds,online,Sheki,0
1138,4878539802708030,2025-06-03 16:16:55,4003.86,Uber,pos,Sumqayit,0
1139,3596815615229064,2025-04-23 16:16:42,4654.74,Amazon,online,Sheki,0
1140,6011028734095545,2025-04-12 08:02:45,4085.77,Uber,atm,Ganja,0
1141,3557218048937782,2025-04-19 17:03:38,314.43,AliExpress,pos,Sheki,0
1142,4842167611421398,2025-02-26 21:56:46,1595.15,Starbucks,pos,Sheki,0
1143,4942733916805087,2025-02-22 12:44:26,705.66,Amazon,pos,Baku,0
1144,347466710940979,2025-02-16 16:14:25,2318.47,McDonalds,online,Baku,0
1145,3535473910053039,2025-05-27 10:39:25,4344.61,McDonalds,pos,Baku,0
1146,6501042259115957,2025-05-11 14:11:05,2127.24,Walmart,atm,Sumqayit,0
1147,3518336204071697,2025-04-08 17:40:57,4902.14,Amazon,atm,Baku,0
1148,630423505183,2025-01-20 17:30:15,2021.93,Walmart,pos,Shirvan,0
1149,4750234885842,2025-01-22 11:15:07,1839.52,McDonalds,online,Baku,0
1150,347841415701621,2025-01-03 23:33:10,4748.88,Starbucks,atm,Ganja,0
1151,3577842990251532,2025-05-31 18:00:16,1480.47,AliExpress,atm,Ganja,0
1152,180021529279927,2025-02-21 06:09:57,2160.98,McDonalds,atm,Shirvan,0
1153,30497626963112,2025-06-04 07:08:34,4400.18,Uber,online,Baku,0
1154,213106435720550,2025-02-11 16:55:40,1674.4,Amazon,atm,Sumqayit,0
1155,639086880098,2025-04-12 16:53:22,3032.5,McDonalds,online,Shirvan,1
1156,4086740179028,2025-01-24 22:47:30,4850.39,Amazon,atm,Sheki,0
1157,180040655646733,2025-04-02 04:03:43,2615.43,Walmart,pos,Sumqayit,0
1158,4866211008396,2025-04-14 06:40:28,1676.39,Starbucks,online,Ganja,0
1159,4939261431168027494,2025-03-06 05:59:52,207.6,AliExpress,pos,Shirvan,0
1160,379952985205975,2025-02-25 06:37:31,3553.53,McDonalds,atm,Sumqayit,0
1161,5563582028504863,2025-03-19 09:12:38,1302.51,Walmart,atm,Baku,0
1162,4727573392180535,2025-02-21 14:24:04,4017.06,AliExpress,online,Baku,0
1163,213140622657168,2025-02-07 19:30:39,3357.28,AliExpress,atm,Sumqayit,0
1164,4967987256750986,2025-05-06 20:54:22,4940.98,Uber,pos,Sheki,0
1165,180058541129516,2025-05-06 02:02:03,90.41,Walmart,pos,Ganja,0
1166,3552620743693823,2025-04-16 17:59:34,4078.37,Walmart,pos,Sumqayit,0
1167,4731538376001302786,2025-04-13 23:27:29,4549.32,Walmart,pos,Ganja,0
1168,180001232452193,2025-02-03 07:42:05,88.08,Walmart,atm,Shirvan,0
1169,5134346244443094,2025-04-09 13:28:28,1541.7,Starbucks,online,Shirvan,0
1170,3510958170989533,2025-03-01 10:21:57,4273.19,Amazon,pos,Baku,0
1171,4203336258013999,2025-01-09 03:50:10,2170.94,Amazon,online,Baku,0
1172,374096711910907,2025-03-29 00:41:33,3282.41,Starbucks,pos,Ganja,0
1173,4731216767190,2025-03-22 18:18:00,3769.34,Uber,online,Shirvan,0
1174,4033499957471641403,2025-04-10 22:48:27,415.21,McDonalds,atm,Sheki,0
1175,4906735440152,2025-01-11 21:33:33,1587.6,Walmart,atm,Sumqayit,1
1176,36011580065436,2025-01-03 04:55:03,104.66,AliExpress,pos,Sheki,0
1177,30505901618290,2025-04-27 17:41:59,1069.85,Walmart,pos,Baku,0
1178,4738179546897581,2025-04-03 14:12:24,790.05,Amazon,online,Shirvan,0
1179,378058571829680,2025-01-22 05:34:41,4956.94,Amazon,online,Sumqayit,1
1180,4849795137187,2025-02-20 08:07:21,3838.44,Walmart,online,Ganja,0
1181,4219005189313,2025-05-13 15:39:21,2482.46,Uber,atm,Sumqayit,0
1182,373960005068063,2025-02-02 22:51:50,3682.31,Starbucks,pos,Sheki,0
1183,4311055941626,2025-01-05 05:10:57,4936.96,Starbucks,atm,Baku,0
1184,4655439361999840,2025-06-11 16:09:01,1219.64,Walmart,online,Ganja,0
1185,30175395303104,2025-06-08 08:25:52,491.97,Amazon,online,Shirvan,0
1186,4982827258352913,2025-03-12 13:36:23,2798.54,Starbucks,atm,Shirvan,0
1187,3528435631650293,2025-03-22 16:28:43,2169.02,Walmart,pos,Sheki,0
1188,4303720985508927,2025-05-25 15:20:38,71.3,Starbucks,atm,Shirvan,0
1189,180007535087057,2025-05-27 15:04:54,3129.05,Uber,atm,Shirvan,1
1190,4209244226971692579,2025-04-19 07:57:59,1054.45,Starbucks,pos,Shirvan,0
1191,4683064571846,2025-06-06 22:38:53,1470.21,AliExpress,atm,Shirvan,1
1192,180078584453508,2025-04-06 04:19:11,3787.42,AliExpress,atm,Shirvan,1
1193,30583258789758,2025-05-27 04:23:06,1237.65,AliExpress,pos,Shirvan,0
1194,4037661125417,2025-02-02 04:13:23,3312.76,Walmart,online,Sumqayit,0
1195,2710668310580106,2025-02-10 02:38:09,2866.98,Uber,atm,Shirvan,0
1196,2720197633785083,2025-02-04 10:42:35,1336.75,AliExpress,online,Shirvan,0
1197,4007957840994753773,2025-01-08 02:27:13,4081.34,Uber,atm,Baku,0
1198,3582011998382508,2025-04-26 19:25:49,3581.37,Uber,atm,Baku,0
1199,2241562856745009,2025-05-14 15:45:05,4047.18,Walmart,pos,Shirvan,0
1200,3501831222876621,2025-02-10 03:55:05,528.18,McDonalds,atm,Baku,0
1201,4181218684508873885,2025-05-04 01:27:51,4684.69,Amazon,online,Sumqayit,0
1202,180052309067273,2025-03-04 06:47:53,3743.93,Amazon,atm,Baku,0
1203,4117556335600,2025-05-15 11:49:33,2498.71,McDonalds,pos,Shirvan,0
1204,3509192662732911,2025-01-30 18:24:03,1507.61,Uber,online,Sheki,0
1205,6511778106223670,2025-05-17 16:30:06,3017.46,AliExpress,pos,Sumqayit,0
1206,3529964527938289,2025-02-08 04:44:51,75.46,Starbucks,atm,Shirvan,0
1207,2702067432461842,2025-03-14 22:51:28,3872.3,Amazon,pos,Baku,0
1208,30110195850699,2025-04-19 11:58:07,768.69,AliExpress,pos,Sumqayit,0
1209,4009306969335,2025-01-06 04:18:08,1392.47,Walmart,atm,Ganja,0
1210,4536481001068888,2025-01-02 20:21:59,3548.38,Starbucks,pos,Sheki,0
1211,3594932853023356,2025-03-01 03:55:18,1296.04,Amazon,online,Ganja,0
1212,4860159369234424431,2025-03-05 20:47:05,2764.36,Uber,pos,Sumqayit,0
1213,3591703722587209,2025-03-22 03:08:45,1800.51,AliExpress,atm,Sumqayit,0
1214,30482425857137,2025-05-08 10:24:06,870.94,Uber,pos,Baku,0
1215,4378005466310921816,2025-04-06 02:36:01,2703.43,Uber,pos,Sumqayit,0
1216,180011424810413,2025-01-31 16:38:16,3789.43,Walmart,pos,Baku,0
1217,4329505737386,2025-04-07 17:07:31,4926.81,Uber,online,Sheki,0
1218,4000830374739359,2025-03-02 06:51:14,4155.46,McDonalds,pos,Shirvan,0
1219,6500836099928029,2025-03-02 04:36:16,1473.62,Uber,pos,Baku,0
1220,4698686217320956,2025-05-25 10:09:21,2228.04,McDonalds,pos,Ganja,0
1221,30160607816002,2025-02-19 21:18:25,568.47,Walmart,online,Sheki,1
1222,2296696012611970,2025-01-09 23:11:39,2226.43,AliExpress,atm,Shirvan,1
1223,6590643234809002,2025-01-11 09:56:08,4177.37,Uber,online,Baku,1
1224,340667669542446,2025-04-11 09:56:20,2296.61,Uber,online,Ganja,0
1225,4837411330153,2025-01-11 16:50:51,2326.6,Walmart,atm,Sheki,0
1226,6547430932809623,2025-04-05 10:20:52,2810.28,Uber,online,Ganja,0
1227,180066080460325,2025-05-16 10:43:34,292.91,Uber,pos,Shirvan,0
1228,584984332646,2025-05-25 08:42:32,3303.28,Starbucks,pos,Baku,0
1229,348820972226866,2025-04-28 03:29:24,1668.24,Starbucks,pos,Sumqayit,0
1230,3522561321026688,2025-03-03 12:47:37,1672.6,Amazon,atm,Shirvan,0
1231,3577310572663755,2025-03-15 23:34:55,1191.16,Starbucks,atm,Baku,0
1232,3598066965816807,2025-01-01 15:31:42,3391.7,AliExpress,pos,Baku,0
1233,6011116083823573,2025-06-13 22:11:25,2622.12,McDonalds,atm,Baku,0
1234,36754950312660,2025-04-02 05:34:06,2807.53,Amazon,atm,Shirvan,0
1235,4124850234045541,2025-05-31 12:34:44,4862.26,McDonalds,atm,Ganja,0
1236,3517913241756893,2025-01-08 23:48:02,2860.67,Starbucks,pos,Sheki,0
1237,4115476463693031152,2025-04-22 19:34:25,899.27,Uber,online,Baku,0
1238,4835241830665,2025-01-08 02:00:19,1804.11,Walmart,pos,Sumqayit,0
1239,630421635677,2025-02-25 00:18:45,3131.63,McDonalds,pos,Baku,0
1240,3536430403080506,2025-01-05 05:12:37,297.53,Walmart,online,Ganja,0
1241,2720724236881447,2025-05-24 13:03:34,4983.64,Starbucks,pos,Shirvan,0
1242,3593099816687296,2025-01-12 05:56:49,825.94,Amazon,atm,Ganja,0
1243,501862697486,2025-01-02 00:29:35,4731.31,McDonalds,online,Ganja,1
1244,6011082748451780,2025-03-30 17:35:44,756.31,McDonalds,pos,Sheki,0
1245,30445405574840,2025-05-08 20:13:34,94.62,Uber,pos,Shirvan,0
1246,4214891270368,2025-02-23 04:56:42,3821.45,McDonalds,atm,Baku,0
1247,4611577474838823508,2025-02-12 09:01:25,1838.54,Uber,pos,Baku,0
1248,4180747796233443,2025-01-24 22:49:13,4931.55,Walmart,atm,Sumqayit,0
1249,30244612671725,2025-04-09 18:25:04,1826.92,AliExpress,online,Sumqayit,0
1250,30190955785889,2025-05-09 01:33:45,4735.75,Starbucks,pos,Ganja,0
1251,4587398423477781583,2025-02-10 16:54:11,1064.79,Starbucks,online,Shirvan,0
1252,3538108498719091,2025-01-29 21:14:08,675.51,Starbucks,online,Sumqayit,0
1253,30265915450475,2025-03-19 14:48:27,2909.87,Starbucks,atm,Shirvan,0
1254,4914950413803335465,2025-01-10 00:55:20,481.22,McDonalds,pos,Sumqayit,0
1255,6011586929025502,2025-01-19 23:25:35,2340.35,AliExpress,online,Sheki,0
1256,213181321932866,2025-05-04 09:14:52,2093.54,Amazon,pos,Ganja,0
1257,6011295449781152,2025-06-12 00:13:53,1297.97,McDonalds,pos,Sheki,0
1258,342623571955646,2025-05-08 01:02:48,3853.4,Uber,pos,Sumqayit,0
1259,4601808717097951,2025-01-14 11:10:35,4346.85,Uber,online,Sheki,1
1260,4628461225257748,2025-04-10 06:01:05,4834.09,McDonalds,online,Shirvan,1
1261,5321106111843955,2025-03-12 13:44:09,2299.21,Starbucks,pos,Shirvan,0
1262,373344985908780,2025-05-12 02:04:24,3516.64,Amazon,pos,Ganja,0
1263,4584561058826717,2025-01-23 05:05:04,155.18,AliExpress,atm,Baku,0
1264,4894885033230514757,2025-05-23 06:58:19,4205.57,AliExpress,pos,Shirvan,0
1265,213125229331325,2025-03-26 06:05:39,3449.67,AliExpress,online,Shirvan,1
1266,3507839286238780,2025-02-11 02:40:32,1147.17,Starbucks,pos,Sheki,0
1267,180053228314572,2025-03-10 06:57:48,2999.95,AliExpress,pos,Baku,0
1268,4101311499755313,2025-03-19 15:27:27,1550.54,McDonalds,pos,Baku,0
1269,349373028390939,2025-04-08 12:03:05,2520.38,AliExpress,online,Shirvan,0
1270,4428738935058842639,2025-03-07 03:19:00,4339.37,McDonalds,atm,Ganja,0
1271,4149919500707048427,2025-03-04 18:06:29,1278.21,AliExpress,pos,Sheki,0
1272,4661348431987,2025-01-29 23:00:59,4322.58,Starbucks,online,Sumqayit,0
1273,213173906100357,2025-02-01 03:23:59,2838.35,Amazon,pos,Ganja,0
1274,346323479070392,2025-03-19 10:26:43,1356.98,Uber,online,Sumqayit,0
1275,6011184006208975,2025-03-08 10:18:20,3117.28,Walmart,online,Baku,1
1276,30527601285295,2025-02-11 14:06:16,1104.16,Starbucks,pos,Ganja,0
1277,30150769773695,2025-05-13 05:21:40,4301.22,Walmart,atm,Shirvan,1
1278,4051240120732,2025-06-06 23:34:19,4009.69,McDonalds,online,Sheki,0
1279,3567483615067805,2025-04-12 21:27:18,2823.41,Walmart,atm,Sheki,0
1280,180012375999619,2025-06-12 07:23:02,1806.54,Walmart,pos,Shirvan,0
1281,503828638927,2025-06-10 00:47:08,3589.83,McDonalds,online,Shirvan,0
1282,3517743074122214,2025-04-03 18:30:12,1981.73,AliExpress,pos,Sumqayit,0
1283,30440996301828,2025-03-15 04:21:19,3987.94,Uber,pos,Sumqayit,0
1284,4911151786427,2025-01-16 07:18:48,1986.51,Starbucks,online,Sheki,0
1285,36480033850571,2025-02-10 14:21:49,4039.6,McDonalds,atm,Ganja,0
1286,2224734111028361,2025-02-09 05:29:49,2483.44,AliExpress,online,Sheki,1
1287,3511846213585682,2025-03-17 15:46:35,1013.26,Uber,atm,Sheki,0
1288,502026027719,2025-05-29 11:20:46,519.63,Uber,online,Ganja,0
1289,341534413149804,2025-05-04 02:36:15,3770.66,Uber,online,Ganja,0
1290,30539026395252,2025-05-03 21:18:25,1736.17,Starbucks,atm,Ganja,0
1291,38035121605358,2025-05-16 21:05:48,300.89,McDonalds,pos,Shirvan,0
1292,4784784509080,2025-02-07 07:38:57,1433.76,McDonalds,online,Sumqayit,0
1293,4559130539050657312,2025-02-06 01:56:14,2864.9,Uber,online,Sheki,0
1294,2704283621747267,2025-03-21 12:28:57,1303.55,Walmart,atm,Shirvan,0
1295,502070328773,2025-02-16 13:02:23,2623.58,Uber,online,Shirvan,0
1296,6011863485206234,2025-05-04 20:19:05,4687.84,Amazon,online,Sumqayit,1
1297,4498140774996620392,2025-05-12 06:18:49,3643.3,Starbucks,pos,Sumqayit,0
1298,6011400552942340,2025-02-20 05:39:03,4450.22,Starbucks,online,Baku,0
1299,30566428509115,2025-03-11 13:48:41,2126.83,Walmart,online,Shirvan,1
1300,3578711993518248,2025-05-08 08:50:03,4930.95,Uber,atm,Sumqayit,0
1301,2450037283177213,2025-05-17 06:23:31,4439.59,McDonalds,online,Baku,1
1302,4949599719618,2025-02-07 18:25:53,631.13,Uber,online,Sumqayit,0
1303,5498056920707957,2025-03-21 10:00:32,4052.31,Starbucks,atm,Shirvan,0
1304,346447959785367,2025-03-10 12:00:29,1995.69,Walmart,online,Baku,0
1305,4532788194391507438,2025-05-10 11:42:24,3089.47,McDonalds,online,Sumqayit,1
1306,4473716854281,2025-01-27 12:33:37,3212.68,AliExpress,online,Baku,1
1307,4218416953130190574,2025-03-08 12:32:47,4386.75,Amazon,online,Sumqayit,1
1308,4560727976564,2025-01-25 23:29:59,1039.85,AliExpress,atm,Baku,0
1309,3556030302231930,2025-04-17 23:53:46,2058.49,Uber,online,Baku,0
1310,30339913121709,2025-05-03 14:55:55,4670.1,McDonalds,pos,Ganja,0
1311,2282449681615153,2025-03-12 13:20:27,4620.88,Walmart,online,Ganja,1
1312,36424907803118,2025-04-05 20:52:22,4564.79,AliExpress,pos,Ganja,0
1313,3577682376949527,2025-01-30 00:28:47,4287.48,Amazon,atm,Sumqayit,0
1314,6011029436620523,2025-05-29 01:08:06,2093.88,McDonalds,atm,Baku,0
1315,6011554241092915,2025-06-13 02:58:09,4060.33,Starbucks,pos,Sumqayit,0
1316,4551702997583626,2025-04-05 15:51:42,4986.98,Starbucks,online,Sheki,1
1317,6565281453131302,2025-05-10 12:26:04,2896.56,Starbucks,online,Shirvan,0
1318,676148617118,2025-03-22 03:18:13,4527.38,Amazon,pos,Sheki,0
1319,587721436786,2025-05-25 12:34:16,3204.3,Amazon,online,Sumqayit,1
1320,5286974839491628,2025-03-01 11:50:52,1653.82,Starbucks,pos,Baku,1
1321,502071844042,2025-05-11 13:19:28,1203.42,Uber,atm,Baku,0
1322,4452002530659466,2025-02-18 23:11:52,484.5,AliExpress,online,Sumqayit,0
1323,3504274992547097,2025-01-17 18:50:37,1125.7,McDonalds,online,Baku,0
1324,4453017568942728126,2025-04-11 14:33:32,3572.28,Amazon,pos,Sheki,0
1325,4534658823249935,2025-01-19 21:44:21,2736.0,McDonalds,pos,Ganja,0
1326,4781324954693,2025-01-30 12:09:06,1088.16,Amazon,pos,Ganja,0
1327,3555186019678002,2025-03-19 05:07:47,3580.68,Amazon,pos,Sheki,0
1328,3533630852853906,2025-02-09 20:05:42,1010.16,Walmart,pos,Sumqayit,0
1329,3518161715796974,2025-06-11 00:56:53,3929.38,McDonalds,pos,Ganja,0
1330,3597692838321914,2025-04-08 11:00:02,3013.91,Starbucks,pos,Sumqayit,0
1331,213178064783845,2025-06-04 19:02:29,2150.61,AliExpress,online,Ganja,0
1332,30326550863479,2025-05-17 05:12:35,3625.29,Starbucks,pos,Baku,0
1333,4423948377010120,2025-04-05 03:09:04,3990.2,Starbucks,pos,Shirvan,1
1334,349351073021294,2025-01-17 18:30:49,1383.34,Uber,pos,Ganja,0
1335,4495124934494305,2025-01-29 21:49:54,1977.96,Uber,atm,Sumqayit,0
1336,3512885495673815,2025-01-01 07:42:01,123.05,Amazon,pos,Baku,0
1337,3592999538125379,2025-04-30 07:07:24,2861.42,Walmart,atm,Baku,0
1338,3573751181627117,2025-02-18 05:22:50,3746.01,Amazon,pos,Shirvan,0
1339,36396032252199,2025-03-14 05:11:55,1504.51,Uber,atm,Baku,0
1340,2272594837460707,2025-03-12 07:22:32,4502.07,AliExpress,online,Sheki,0
1341,30266601514061,2025-01-16 05:03:35,1367.96,Walmart,online,Sumqayit,0
1342,213168223648468,2025-02-23 00:45:13,223.21,Uber,atm,Baku,0
1343,6528585458865334,2025-01-05 16:27:20,3102.85,Walmart,online,Shirvan,1
1344,2290984777124959,2025-06-12 22:04:43,3152.35,Starbucks,atm,Baku,0
1345,4286041676173,2025-03-02 01:52:21,1062.05,Starbucks,pos,Sumqayit,0
1346,579168451071,2025-06-06 12:00:26,504.48,McDonalds,online,Ganja,0
1347,3557852761882591,2025-01-27 01:26:09,2773.65,McDonalds,pos,Shirvan,0
1348,370360263380750,2025-04-28 08:31:41,4569.31,AliExpress,online,Baku,0
1349,6011707479253274,2025-01-02 05:33:27,2610.74,AliExpress,online,Ganja,0
1350,213196959214494,2025-04-06 14:30:19,651.22,Walmart,atm,Sheki,0
1351,213129417952512,2025-03-21 12:58:19,332.73,McDonalds,online,Ganja,0
1352,3515624529156860,2025-06-11 15:44:45,2170.58,Walmart,pos,Sheki,0
1353,4040869328495009,2025-03-05 12:54:08,1282.39,McDonalds,atm,Baku,0
1354,6011039728802580,2025-02-11 01:54:06,2762.57,Walmart,atm,Sheki,0
1355,30321508174491,2025-03-24 00:36:27,776.7,AliExpress,atm,Shirvan,0
1356,3543254773773362,2025-02-25 15:48:10,4044.17,Amazon,pos,Sheki,0
1357,4514782172734,2025-05-18 13:00:11,2915.39,Walmart,pos,Shirvan,0
1358,4026928558839860,2025-02-14 04:17:05,3711.53,AliExpress,pos,Shirvan,0
1359,3548090016551404,2025-01-27 01:23:53,1157.45,Amazon,pos,Shirvan,0
1360,3542163447086724,2025-06-07 17:14:56,2508.4,Uber,atm,Sumqayit,0
1361,4120034151524,2025-03-12 23:02:44,1200.43,Starbucks,pos,Sumqayit,0
1362,2230781213123527,2025-03-11 18:02:46,1460.69,AliExpress,pos,Sumqayit,0
1363,213148320931892,2025-02-25 00:03:13,4919.26,McDonalds,online,Sumqayit,0
1364,180029166659087,2025-04-27 22:18:13,1497.11,Amazon,online,Sheki,0
1365,4958448943822366,2025-03-18 19:47:21,4714.4,McDonalds,pos,Ganja,0
1366,2702157051469612,2025-02-27 12:54:21,2092.41,AliExpress,online,Sumqayit,0
1367,569797931825,2025-04-02 04:14:29,2614.29,Uber,pos,Baku,0
1368,4287708160006,2025-01-08 09:17:57,2926.86,AliExpress,pos,Baku,0
1369,3564993589463403,2025-02-14 03:38:39,4924.5,Walmart,online,Shirvan,1
